Class_path,Hit_count,Method_name%,Method_modifiers,Method_signatures,Method_Name%
org\apache\commons\math4\RetryRunnerTest,0,,[public],void testRetryFailSometimes(),testRetryFailSometimes
org\apache\commons\math4\TestUtils,0,,[private],void <init>(),<init>
org\apache\commons\math4\TestUtils,0,,"[public, static]","void assertChiSquareAccept(java.lang.String[],double[],long[],double)",assertChiSquareAccept
org\apache\commons\math4\TestUtils,0,,"[public, static]","void assertChiSquareAccept(int[],double[],long[],double)",assertChiSquareAccept
org\apache\commons\math4\TestUtils,0,,"[public, static]","void assertChiSquareAccept(double[],long[],double)",assertChiSquareAccept
org\apache\commons\math4\TestUtils,0,,"[public, static]","void assertContains(java.lang.String,org.apache.commons.math4.complex.Complex[],org.apache.commons.math4.complex.Complex,double)",assertContains
org\apache\commons\math4\TestUtils,0,,"[public, static]","void assertContains(org.apache.commons.math4.complex.Complex[],org.apache.commons.math4.complex.Complex,double)",assertContains
org\apache\commons\math4\TestUtils,0,,"[public, static]","void assertContains(java.lang.String,double[],double,double)",assertContains
org\apache\commons\math4\TestUtils,0,,"[public, static]","void assertContains(double[],double,double)",assertContains
org\apache\commons\math4\TestUtils,0,,"[public, static]","void assertEquals(double,double,double)",assertEquals
org\apache\commons\math4\TestUtils,0,,"[public, static]","void assertEquals(java.lang.String,double,double,double)",assertEquals
org\apache\commons\math4\TestUtils,0,,"[public, static]","void assertEquals(org.apache.commons.math4.complex.Complex,org.apache.commons.math4.complex.Complex,double)",assertEquals
org\apache\commons\math4\TestUtils,0,,"[public, static]","void assertEquals(double[],double[],double)",assertEquals
org\apache\commons\math4\TestUtils,0,,"[public, static]","void assertEquals(java.lang.String,double[],org.apache.commons.math4.linear.RealVector,double)",assertEquals
org\apache\commons\math4\TestUtils,0,,"[public, static]","void assertEquals(java.lang.String,org.apache.commons.math4.linear.RealVector,org.apache.commons.math4.linear.RealVector,double)",assertEquals
org\apache\commons\math4\TestUtils,0,,"[public, static]","void assertEquals(java.lang.String,org.apache.commons.math4.linear.RealMatrix,org.apache.commons.math4.linear.RealMatrix,double)",assertEquals
org\apache\commons\math4\TestUtils,0,,"[public, static]","void assertEquals(org.apache.commons.math4.linear.FieldMatrix,org.apache.commons.math4.linear.FieldMatrix)",assertEquals
org\apache\commons\math4\TestUtils,0,,"[public, static]","void assertEquals(java.lang.String,double[],double[],double)",assertEquals
org\apache\commons\math4\TestUtils,0,,"[public, static]","void assertEquals(java.lang.String,float[],float[],float)",assertEquals
org\apache\commons\math4\TestUtils,0,,"[public, static]","void assertEquals(java.lang.String,org.apache.commons.math4.complex.Complex[],org.apache.commons.math4.complex.Complex[],double)",assertEquals
org\apache\commons\math4\TestUtils,0,,"[public, static]","void assertEquals(org.apache.commons.math4.FieldElement[],org.apache.commons.math4.FieldElement[])",assertEquals
org\apache\commons\math4\TestUtils,0,,"[public, static]","void assertRelativelyEquals(double,double,double)",assertRelativelyEquals
org\apache\commons\math4\TestUtils,0,,"[public, static]","void assertRelativelyEquals(java.lang.String,double,double,double)",assertRelativelyEquals
org\apache\commons\math4\TestUtils,0,,"[public, static]","void assertSame(double,double)",assertSame
org\apache\commons\math4\TestUtils,0,,"[public, static]","void assertSame(org.apache.commons.math4.complex.Complex,org.apache.commons.math4.complex.Complex)",assertSame
org\apache\commons\math4\TestUtils,0,,"[public, static]",void checkSerializedEquality(java.lang.Object),checkSerializedEquality
org\apache\commons\math4\TestUtils,0,,"[public, static]","int eliminateZeroMassPoints(int[],double[])",eliminateZeroMassPoints
org\apache\commons\math4\TestUtils,0,,"[public, static]",double[] getDistributionQuartiles(org.apache.commons.math4.distribution.RealDistribution),getDistributionQuartiles
org\apache\commons\math4\TestUtils,0,,"[public, static]",java.lang.Object serializeAndRecover(java.lang.Object),serializeAndRecover
org\apache\commons\math4\TestUtils,0,,"[public, static]","double sumSquareDev(double[],double)",sumSquareDev
org\apache\commons\math4\TestUtils,0,,"[public, static]","void updateCounts(double,long[],double[])",updateCounts
org\apache\commons\math4\analysis\FunctionUtilsTest$1,0,,[],void <init>(org.apache.commons.math4.analysis.FunctionUtilsTest),<init>
org\apache\commons\math4\analysis\FunctionUtilsTest$1,0,,[public],double value(double),value
org\apache\commons\math4\analysis\FunctionUtilsTest$2,0,,[],void <init>(org.apache.commons.math4.analysis.FunctionUtilsTest),<init>
org\apache\commons\math4\analysis\FunctionUtilsTest$2,0,,[public],double value(double),value
org\apache\commons\math4\analysis\FunctionUtilsTest$3,0,,[],void <init>(org.apache.commons.math4.analysis.FunctionUtilsTest),<init>
org\apache\commons\math4\analysis\FunctionUtilsTest$3,0,,[public],double value(double),value
org\apache\commons\math4\analysis\FunctionUtilsTest$4,0,,[],void <init>(org.apache.commons.math4.analysis.FunctionUtilsTest),<init>
org\apache\commons\math4\analysis\FunctionUtilsTest$4,0,,[public],double value(double[]),value
org\apache\commons\math4\analysis\FunctionUtilsTest$5,0,,[],void <init>(org.apache.commons.math4.analysis.FunctionUtilsTest),<init>
org\apache\commons\math4\analysis\FunctionUtilsTest$5,0,,[public],double[] value(double[]),value
org\apache\commons\math4\analysis\FunctionUtilsTest$6,0,,[],void <init>(org.apache.commons.math4.analysis.FunctionUtilsTest),<init>
org\apache\commons\math4\analysis\FunctionUtilsTest$6,0,,[public],double value(double[]),value
org\apache\commons\math4\analysis\FunctionUtilsTest$7,0,,[],void <init>(org.apache.commons.math4.analysis.FunctionUtilsTest),<init>
org\apache\commons\math4\analysis\FunctionUtilsTest$7,0,,[public],double[] value(double[]),value
org\apache\commons\math4\analysis\FunctionUtilsTest$8,0,,[],void <init>(org.apache.commons.math4.analysis.FunctionUtilsTest),<init>
org\apache\commons\math4\analysis\FunctionUtilsTest$8,0,,[public],double value(double),value
org\apache\commons\math4\analysis\FunctionUtilsTest$8,0,,[public],org.apache.commons.math4.analysis.differentiation.DerivativeStructure value(org.apache.commons.math4.analysis.differentiation.DerivativeStructure),value
org\apache\commons\math4\analysis\FunctionUtilsTest$9,0,,[],void <init>(org.apache.commons.math4.analysis.FunctionUtilsTest),<init>
org\apache\commons\math4\analysis\FunctionUtilsTest$9,0,,[public],double value(double[]),value
org\apache\commons\math4\analysis\FunctionUtilsTest$9,0,,[public],org.apache.commons.math4.analysis.differentiation.DerivativeStructure value(org.apache.commons.math4.analysis.differentiation.DerivativeStructure[]),value
org\apache\commons\math4\analysis\MonitoredFunction,0,,[public],void <init>(org.apache.commons.math4.analysis.UnivariateFunction),<init>
org\apache\commons\math4\analysis\MonitoredFunction,0,,[public],int getCallsCount(),getCallsCount
org\apache\commons\math4\analysis\MonitoredFunction,0,,[public],void setCallsCount(int),setCallsCount
org\apache\commons\math4\analysis\MonitoredFunction,0,,[public],double value(double),value
org\apache\commons\math4\analysis\QuinticFunction,0,,[public],void <init>(),<init>
org\apache\commons\math4\analysis\QuinticFunction,0,,[public],double value(double),value
org\apache\commons\math4\analysis\QuinticFunction,0,,[public],org.apache.commons.math4.analysis.differentiation.DerivativeStructure value(org.apache.commons.math4.analysis.differentiation.DerivativeStructure),value
org\apache\commons\math4\analysis\SumSincFunction,0,,[static],void <clinit>(),<clinit>
org\apache\commons\math4\analysis\SumSincFunction,0,,[public],void <init>(double),<init>
org\apache\commons\math4\analysis\SumSincFunction,0,,[public],double value(double[]),value
org\apache\commons\math4\analysis\XMinus5Function,0,,[public],void <init>(),<init>
org\apache\commons\math4\analysis\XMinus5Function,0,,[public],double value(double),value
org\apache\commons\math4\analysis\XMinus5Function,0,,[public],org.apache.commons.math4.analysis.differentiation.DerivativeStructure value(org.apache.commons.math4.analysis.differentiation.DerivativeStructure),value
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void <init>(),<init>
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[protected],org.apache.commons.math4.analysis.differentiation.DerivativeStructure build(double),build
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[private],"void checkEquals(org.apache.commons.math4.analysis.differentiation.DerivativeStructure,org.apache.commons.math4.analysis.differentiation.DerivativeStructure,double)",checkEquals
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,"[private, varargs]","void checkF0F1(org.apache.commons.math4.analysis.differentiation.DerivativeStructure,double,double[])",checkF0F1
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testAbs(),testAbs
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testAdd(),testAdd
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testAtan2(),testAtan2
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testAtan2SpecialCases(),testAtan2SpecialCases
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testCbrtDefinition(),testCbrtDefinition
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testCbrtPow3(),testCbrtPow3
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testCeilFloorRintLong(),testCeilFloorRintLong
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testCompose(),testCompose
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testComposeMismatchedDimensions(),testComposeMismatchedDimensions
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testCompositionOneVariableX(),testCompositionOneVariableX
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testCompositionOneVariableY(),testCompositionOneVariableY
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testConstant(),testConstant
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testCopySign(),testCopySign
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testCosAcos(),testCosAcos
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testCoshAcosh(),testCoshAcosh
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testCoshDefinition(),testCoshDefinition
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testCreateConstant(),testCreateConstant
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testDegRad(),testDegRad
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testExp(),testExp
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testExpm1Definition(),testExpm1Definition
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testExpression(),testExpression
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testField(),testField
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testHypotDefinition(),testHypotDefinition
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testHypotNeglectible(),testHypotNeglectible
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testHypotNoOverflow(),testHypotNoOverflow
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testHypotSpecial(),testHypotSpecial
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testLinearCombination1DSDS(),testLinearCombination1DSDS
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testLinearCombination1DoubleDS(),testLinearCombination1DoubleDS
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testLinearCombination2DSDS(),testLinearCombination2DSDS
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testLinearCombination2DoubleDS(),testLinearCombination2DoubleDS
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testLog(),testLog
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testLog1pDefinition(),testLog1pDefinition
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testLog1pExpm1(),testLog1pExpm1
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testLog10Definition(),testLog10Definition
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testLog10Power(),testLog10Power
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testLogExp(),testLogExp
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testMissingOrders(),testMissingOrders
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testMultiply(),testMultiply
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testNegate(),testNegate
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testOneOrderConstructor(),testOneOrderConstructor
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testOneParameterConstructor(),testOneParameterConstructor
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testPow(),testPow
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testPowDoubleDS(),testPowDoubleDS
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testPowReciprocalPow(),testPowReciprocalPow
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testPrimitiveAdd(),testPrimitiveAdd
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testPrimitiveMultiply(),testPrimitiveMultiply
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testPrimitiveRemainder(),testPrimitiveRemainder
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testPrimitiveSubtract(),testPrimitiveSubtract
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testReciprocal(),testReciprocal
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testRemainder(),testRemainder
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testRootNSingularity(),testRootNSingularity
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testSerialization(),testSerialization
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testSignum(),testSignum
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testSinAsin(),testSinAsin
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testSinCos(),testSinCos
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testSinhAsinh(),testSinhAsinh
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testSinhDefinition(),testSinhDefinition
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testSqrtDefinition(),testSqrtDefinition
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testSqrtPow2(),testSqrtPow2
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testSubtract(),testSubtract
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testTanAtan(),testTanAtan
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testTangentDefinition(),testTangentDefinition
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testTanhAtanh(),testTanhAtanh
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testTanhDefinition(),testTanhDefinition
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testTaylorAtan2(),testTaylorAtan2
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testTaylorPolynomial(),testTaylorPolynomial
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testToDegreesDefinition(),testToDegreesDefinition
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testToRadiansDefinition(),testToRadiansDefinition
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testTooLargeOrder(),testTooLargeOrder
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testTrigo(),testTrigo
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testVariable(),testVariable
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testVariableWithoutDerivative0(),testVariableWithoutDerivative0
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testVariableWithoutDerivative1(),testVariableWithoutDerivative1
org\apache\commons\math4\analysis\differentiation\DerivativeStructureTest,0,,[public],void testWrongVariableIndex(),testWrongVariableIndex
org\apache\commons\math4\analysis\differentiation\DSCompilerTest,0,,[public],void <init>(),<init>
org\apache\commons\math4\analysis\differentiation\DSCompilerTest,0,,"[private, varargs]","void checkIndices(int[],int[])",checkIndices
org\apache\commons\math4\analysis\differentiation\DSCompilerTest,0,,[private],"java.lang.String orderToString(int,java.lang.String,java.lang.String)",orderToString
org\apache\commons\math4\analysis\differentiation\DSCompilerTest,0,,"[private, varargs]","java.lang.String ordersToString(int[],java.lang.String,java.lang.String[])",ordersToString
org\apache\commons\math4\analysis\differentiation\DSCompilerTest,0,,[public],void testCompositionRules(),testCompositionRules
org\apache\commons\math4\analysis\differentiation\DSCompilerTest,0,,[public],void testIncompatibleOrder(),testIncompatibleOrder
org\apache\commons\math4\analysis\differentiation\DSCompilerTest,0,,[public],void testIncompatibleParams(),testIncompatibleParams
org\apache\commons\math4\analysis\differentiation\DSCompilerTest,0,,[public],void testIndices(),testIndices
org\apache\commons\math4\analysis\differentiation\DSCompilerTest,0,,[public],void testMultiplicationRules(),testMultiplicationRules
org\apache\commons\math4\analysis\differentiation\DSCompilerTest,0,,[public],void testSize(),testSize
org\apache\commons\math4\analysis\differentiation\DSCompilerTest,0,,[public],void testSymmetry(),testSymmetry
org\apache\commons\math4\analysis\differentiation\FiniteDifferencesDifferentiatorTest$1,0,,[],void <init>(org.apache.commons.math4.analysis.differentiation.FiniteDifferencesDifferentiatorTest),<init>
org\apache\commons\math4\analysis\differentiation\FiniteDifferencesDifferentiatorTest$1,0,,[public],double value(double),value
org\apache\commons\math4\analysis\differentiation\FiniteDifferencesDifferentiatorTest$2,0,,[],void <init>(org.apache.commons.math4.analysis.differentiation.FiniteDifferencesDifferentiatorTest),<init>
org\apache\commons\math4\analysis\differentiation\FiniteDifferencesDifferentiatorTest$2,0,,[public],double value(double),value
org\apache\commons\math4\analysis\differentiation\FiniteDifferencesDifferentiatorTest$3,0,,[],void <init>(org.apache.commons.math4.analysis.differentiation.FiniteDifferencesDifferentiatorTest),<init>
org\apache\commons\math4\analysis\differentiation\FiniteDifferencesDifferentiatorTest$3,0,,[public],double value(double),value
org\apache\commons\math4\analysis\differentiation\FiniteDifferencesDifferentiatorTest$4,0,,[],void <init>(org.apache.commons.math4.analysis.differentiation.FiniteDifferencesDifferentiatorTest),<init>
org\apache\commons\math4\analysis\differentiation\FiniteDifferencesDifferentiatorTest$4,0,,[public],double[] value(double),value
org\apache\commons\math4\analysis\differentiation\FiniteDifferencesDifferentiatorTest$5,0,,[],void <init>(org.apache.commons.math4.analysis.differentiation.FiniteDifferencesDifferentiatorTest),<init>
org\apache\commons\math4\analysis\differentiation\FiniteDifferencesDifferentiatorTest$5,0,,[public],double[][] value(double),value
